Patient Name: Water, Phantom
Patient ID: WP001
Plan: QA1-6MV
Course: C1
Date: 06 October 2020 11:41:15 AM
Exported by: alanphys

Start: (-0.42, 4.78, 14.77)
End:   (-0.42, 4.78, -14.77)

	20x20-6MV
26.990282	10.295423
27.010290	10.250605
27.030297	10.205787
27.050305	10.160969
27.070313	10.116151
27.090320	10.071334
27.110328	10.026516
27.130335	9.981698
27.150343	9.936880
27.170351	9.893155
27.190358	9.852962
27.210366	9.812770
27.230373	9.772578
27.250381	9.732385
27.270389	9.692193
27.290396	9.652001
27.310404	9.611808
27.330412	9.571616
27.350419	9.531424
27.370427	9.492022
27.390434	9.455126
27.410442	9.418229
27.430450	9.381333
27.450457	9.344436
27.470465	9.307540
27.490473	9.270643
27.510480	9.233746
27.530488	9.196850
27.550495	9.159953
27.570503	9.123698
27.590511	9.089431
27.610518	9.055165
27.630526	9.020898
27.650534	8.986631
27.670541	8.952365
27.690549	8.918098
27.710556	8.883832
27.730564	8.849565
27.750572	8.815298
27.770579	8.781285
27.790587	8.748042
27.810595	8.714799
27.830602	8.681556
27.850610	8.648313
27.870617	8.615071
27.890625	8.581828
27.910633	8.548585
27.930640	8.515342
27.950648	8.482099
27.970655	8.449440
27.990663	8.418519
28.010671	8.387598
28.030678	8.356676
28.050686	8.325755
28.070694	8.294834
28.090701	8.263913
28.110709	8.232992
28.130716	8.202070
28.150724	8.171149
28.170732	8.140550
28.190739	8.110890
28.210747	8.081229
28.230755	8.051569
28.250762	8.021909
28.270770	7.992249
28.290777	7.962588
28.310785	7.932928
28.330793	7.903268
28.350800	7.873607
28.370808	7.844036
28.390816	7.814721
28.410823	7.785405
28.430831	7.756089
28.450838	7.726774
28.470846	7.697458
28.490854	7.668142
28.510861	7.638827
28.530869	7.609511
28.550877	7.580195
28.570884	7.551176
28.590892	7.522987
28.610899	7.494798
28.630907	7.466610
28.650915	7.438421
28.670922	7.410232
28.690930	7.382044
28.710938	7.353855
28.730945	7.325666
28.750953	7.297477
28.770960	7.269654
28.790968	7.242835
28.810976	7.216017
28.830983	7.189198
28.850991	7.162379
28.870998	7.135561
28.891006	7.108742
28.911014	7.081924
28.931021	7.055105
28.951029	7.028286
28.971037	7.001384
28.991044	6.974258
29.011052	6.947132
29.031059	6.920006
29.051067	6.892879
29.071075	6.865753
29.091082	6.838627
29.111090	6.811500
29.131098	6.784374
29.151105	6.757248
29.171113	6.729969
29.191120	6.702285
29.211128	6.674601
29.231136	6.646917
29.251143	6.619233
29.271151	6.591549
29.291159	6.563865
29.311166	6.536181
29.331174	6.508497
29.351181	6.480813
29.371189	6.452848
29.391197	6.424155
29.411204	6.395462
29.431212	6.366769
29.451220	6.338076
29.471227	6.309383
29.491235	6.280690
29.511242	6.251996
29.531250	6.223303
