Delivery System	U03	
Energy	6 MV	
Scan Type	Profile at Angle	
Depth	5.00	
Field	40cm x 40cm (Jaws)	
Wedge	Open Field	
Comments		

	5.00 cm : ScanId=36	
-6.80533689402578	88.43	
-6.77533689402578	88.45	
-6.74533689402578	88.48	
-6.71533689402578	88.51	
-6.68533689402578	88.55	
-6.65533689402578	88.58	
-6.62533689402578	88.62	
-6.59533689402577	88.66	
-6.56533689402577	88.65	
-6.53533689402577	88.62	
-6.50533689402577	88.59	
-6.47533689402577	88.56	
-6.44533689402577	88.55	
-6.41533689402577	88.61	
-6.38533689402577	88.66	
-6.35533689402577	88.72	
-6.32533689402577	88.78	
-6.29533689402577	88.78	
-6.26533689402577	88.76	
-6.23533689402577	88.74	
-6.20533689402577	88.72	
-6.17533689402577	88.71	
-6.14533689402577	88.72	
-6.11533689402577	88.73	
-6.08533689402577	88.75	
-6.05533689402577	88.76	
-6.02533689402577	88.81	
-5.99533689402577	88.87	
-5.96533689402577	88.93	
-5.93533689402577	88.99	
-5.90533689402577	89.00	
-5.87533689402577	88.97	
-5.84533689402577	88.94	
-5.81533689402577	88.91	
-5.78533689402577	88.88	
-5.75533689402577	88.87	
-5.72533689402577	88.86	
-5.69533689402577	88.84	
-5.66533689402577	88.83	
-5.63533689402577	88.85	
-5.60533689402577	88.89	
-5.57533689402577	88.93	
-5.54533689402577	88.97	
-5.51533689402577	88.98	
-5.48533689402577	88.92	
-5.45533689402577	88.86	
-5.42533689402577	88.80	
-5.39533689402576	88.73	
-5.36533689402576	88.75	
-5.33533689402576	88.79	
-5.30533689402576	88.82	
-5.27533689402576	88.86	
-5.24533689402576	88.87	
-5.21533689402576	88.84	
-5.18533689402576	88.81	
-5.15533689402576	88.79	
-5.12533689402576	88.76	
-5.09533689402576	88.77	
-5.06533689402576	88.77	
-5.03533689402576	88.78	
-5.00533689402576	88.79	
-4.97533689402576	88.78	
-4.94533689402576	88.75	
-4.91533689402576	88.73	
-4.88533689402576	88.71	
-4.85533689402576	88.70	
-4.82533689402576	88.73	
-4.79533689402576	88.75	
-4.76533689402576	88.78	
-4.73533689402576	88.81	
-4.70533689402576	88.80	
-4.67533689402576	88.78	
-4.64533689402576	88.76	
-4.61533689402576	88.74	
-4.58533689402576	88.74	
-4.55533689402576	88.78	
-4.52533689402576	88.82	
-4.49533689402576	88.87	
-4.46533689402576	88.91	
-4.43533689402576	88.90	
-4.40533689402576	88.88	
-4.37533689402576	88.87	
-4.34533689402576	88.86	
-4.31533689402576	88.85	
-4.28533689402576	88.85	
-4.25533689402576	88.86	
-4.22533689402576	88.86	
-4.19533689402575	88.86	
-4.16533689402575	88.86	
-4.13533689402575	88.87	
-4.10533689402575	88.87	
-4.07533689402575	88.87	
-4.04533689402575	88.87	
-4.01533689402575	88.86	
-3.98533689402575	88.85	
-3.95533689402575	88.85	
-3.92533689402575	88.84	
-3.89533689402575	88.84	
-3.86533689402575	88.84	
-3.83533689402575	88.84	
-3.80533689402575	88.84	
-3.77533689402576	88.82	
-3.74533689402576	88.79	
-3.71533689402576	88.76	
-3.68533689402576	88.73	
-3.65533689402576	88.72	
-3.62533689402576	88.71	
-3.59533689402576	88.71	
-3.56533689402576	88.71	
-3.53533689402576	88.70	
-3.50533689402576	88.73	
-3.47533689402576	88.75	
-3.44533689402576	88.77	
-3.41533689402576	88.79	
-3.38533689402576	88.81	
-3.35533689402576	88.82	
-3.32533689402576	88.83	
-3.29533689402576	88.83	
-3.26533689402576	88.84	
-3.23533689402576	88.81	
-3.20533689402576	88.78	
-3.17533689402576	88.75	
-3.14533689402576	88.72	
-3.11533689402576	88.73	
-3.08533689402576	88.76	
-3.05533689402576	88.79	
-3.02533689402576	88.81	
-2.99533689402576	88.82	
-2.96533689402576	88.80	
-2.93533689402576	88.77	
-2.90533689402576	88.74	
-2.87533689402576	88.71	
-2.84533689402576	88.71	
-2.81533689402576	88.70	
-2.78533689402576	88.70	
-2.75533689402576	88.69	
-2.72533689402576	88.68	
-2.69533689402576	88.67	
-2.66533689402576	88.66	
-2.63533689402576	88.65	
-2.60533689402576	88.64	
-2.57533689402576	88.63	
-2.54533689402576	88.61	
-2.51533689402576	88.60	
-2.48533689402576	88.58	
-2.45533689402576	88.57	
-2.42533689402576	88.56	
